user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at,account_age_days,total_watch_time,avg_completion_percentage,total_searches,avg_search_results,recommendation_ctr,avg_recommendation_score,avg_rating,avg_sentiment_score
user_00027,danderson@example.net,Stephanie,Salazar,37.0,Female,USA,Michigan,Merrittfort,Basic,2023-05-13,True,17.72,Mobile,2.0,2025-02-08 07:48:05.283475,994,512.6,44.77272727272727,1.0,58.0,0.0,0.401,4.0,0.6876666666666668
user_00028,rsims@example.com,Jennifer,Nelson,35.0,Male,USA,Indiana,East Edwardfurt,Standard,2024-09-14,True,41.44,Laptop,3.0,2023-10-31 15:35:20.997207,504,1142.4,63.175,3.0,38.0,0.25,0.46950000000000003,4.0,0.653
user_00029,nperry@example.com,Rebecca,Gates,28.0,Female,USA,Washington,Smithstad,Basic,2024-11-04,True,12.06,Gaming Console,2.0,2024-03-14 19:25:44.085539,453,278.9,46.2,3.0,32.333333333333336,0.2857142857142857,0.440859701729529,2.0,0.308
user_00030,brobinson@example.com,Paul,Ramsey,24.0,Unknown,USA,Indiana,New Amanda,Premium,2024-05-11,True,10.17,Laptop,4.0,2022-11-03 01:16:54.703949,630,446.9,57.279999999999994,1.0,75.0,0.2,0.441,4.0,0.778
user_00031,michellewhite@example.com,Mark,Murphy,26.0,Male,USA,Massachusetts,Karenchester,Premium+,2025-02-02,True,18.19,Tablet,2.0,2022-08-24 07:25:10.816748,363,473.6,41.300000000000004,1.0,73.0,0.23076923076923078,0.4487314581579501,0.0,0.0
user_00032,jeffrey10@example.org,James,Howell,56.0,Male,USA,Pennsylvania,South Elizabeth,Premium+,2023-12-24,True,7.49,Gaming Console,4.0,2024-11-20 09:01:33.486190,769,314.6,60.96,5.0,44.8,0.3333333333333333,0.5932514926755585,4.5,0.422
user_00033,stricklandfrank@example.com,Beth,Johnston,60.0,Male,USA,California,Davidborough,Standard,2024-05-11,True,27.09,Smart TV,2.0,2022-11-22 17:25:08.782042,630,692.9,50.33076923076923,2.0,37.5,0.0,0.5876,5.0,0.628
user_00034,hoganashlee@example.org,Amanda,Jones,32.0,Unknown,USA,Massachusetts,Port Robertfort,Standard,2023-11-20,True,13.53,Gaming Console,2.0,2024-06-29 11:51:05.196326,803,429.0,48.0,1.0,75.0,0.0,0.50375,4.0,0.89
user_00035,ryangross@example.net,Christina,Marshall,31.0,Male,USA,Pennsylvania,Melissaland,Premium+,2025-03-25,True,19.52,Desktop,1.0,2024-11-02 09:10:36.699629,312,335.0,28.875,2.0,20.0,0.16666666666666666,0.4226666666666667,2.0,0.364
user_00036,anthony52@example.com,Michael,Peterson,36.0,Other,USA,Texas,New Stacyland,Premium,2024-09-29,True,9.74,Smart TV,2.0,2024-04-02 09:18:58.427107,489,303.2,34.125,4.0,50.5,0.5,0.4412544780266757,5.0,0.674
user_00037,fbrewer@example.com,Christopher,Sullivan,41.0,Male,Canada,British Columbia,Elizabethstad,Standard,2024-03-30,True,27.56,Desktop,1.0,2023-11-12 07:17:05.453596,672,328.70000000000005,42.199999999999996,3.0,28.0,0.2,0.46465268681600547,0.0,0.0
user_00038,jacqueline44@example.com,David,Stewart,21.0,Female,USA,Indiana,East Joanna,Standard,2024-10-04,True,37.01,Mobile,2.0,2025-07-12 10:27:16.332097,484,372.9,52.75555555555555,3.0,61.666666666666664,0.0,0.673,5.0,0.745
user_00039,jeremy24@example.org,Joshua,Tran,40.0,Female,USA,New York,Garciatown,Standard,2023-12-29,True,13.53,Tablet,2.0,2023-08-11 09:19:52.502317,764,552.3,26.172727272727272,3.0,46.666666666666664,0.18181818181818182,0.6034561738278821,2.5,0.3875
user_00040,shelley71@example.org,Travis,Hernandez,48.0,Female,USA,Ohio,East Davidchester,Standard,2024-11-29,True,15.84,Tablet,1.0,2023-12-09 16:59:49.098027,428,396.5,50.45,1.0,94.0,0.0,0.6637514926755586,5.0,0.608
user_00041,michelle64@example.net,Chelsea,Meza,29.0,Female,Canada,Alberta,West Donna,Standard,2023-04-21,True,25.73,Laptop,2.0,2023-01-21 14:04:27.262786,1016,528.5,60.4,1.0,31.0,0.0,0.551,2.3333333333333335,0.22866666666666668
user_00042,enorris@example.com,Jesse,Warner,58.0,Male,Canada,Alberta,Lake Jesusview,Standard,2023-11-10,True,27.64,Laptop,6.0,2024-07-12 16:43:25.972535,813,93.2,30.375,5.0,35.0,0.0,0.4518772390133379,0.0,0.0
user_00043,charlesmartin@example.com,Scott,Barker,35.0,Male,Canada,Nova Scotia,Vincentfort,Standard,2022-10-29,True,6.05,Tablet,4.0,2025-04-03 15:05:41.929278,1190,359.0,70.73333333333333,0.0,0.0,0.16666666666666666,0.6721666666666667,4.333333333333333,0.7606666666666667
user_00044,anthony39@example.net,Yvonne,Johnston,42.0,Male,Canada,Newfoundland and Labrador,Stonemouth,Basic,2023-02-16,True,32.85,Mobile,5.0,2024-06-28 14:48:13.425940,1080,559.0,32.0625,3.0,23.666666666666668,0.3,0.537,3.3333333333333335,0.6429999999999999
user_00045,harrisonricky@example.com,Mia,Jenkins,40.0,Female,USA,Pennsylvania,Elainefurt,Premium,2023-12-13,True,3.22,Desktop,4.0,2023-05-06 15:05:43.717660,780,228.10000000000002,40.699999999999996,4.0,55.0,0.0,0.5891272390133379,3.5,0.599
user_00046,ahancock@example.net,Robert,Stone,35.0,Male,USA,Missouri,Wolfborough,Premium+,2024-03-25,True,35.11,Desktop,2.0,2023-11-26 02:57:13.848650,677,661.3,44.61,2.0,24.5,0.0,0.4736666666666667,4.666666666666667,0.7826666666666666
user_00047,johnsoncrystal@example.org,Lance,Tran,50.0,Female,USA,Wisconsin,Port Robin,Premium+,2025-06-04,True,22.98,Smart TV,2.0,2024-01-31 03:36:44.692735,241,442.5,57.65555555555555,2.0,42.0,0.0,0.44980358242134055,4.0,0.873
user_00048,robert77@example.org,Andrea,Lee,33.0,Female,Canada,Manitoba,West Kendrachester,Basic,2025-05-21,True,16.5,Smart TV,2.0,2025-01-18 03:54:41.300769,255,821.1999999999999,30.809090909090912,4.0,46.5,0.23076923076923078,0.6881538461538461,3.0,0.593
user_00049,mary97@example.org,Amanda,Cook,39.0,Prefer not to say,USA,Tennessee,Cantuborough,Basic,2024-04-19,True,13.53,Desktop,2.0,2025-02-26 00:30:18.487424,652,444.3,34.9,3.0,80.66666666666667,0.0,0.45399999999999996,4.0,0.846
user_00050,floresthomas@example.com,Vanessa,Simpson,47.0,Male,USA,Georgia,New Tammy,Premium+,2025-03-12,False,2.01,Smart TV,2.0,2022-11-20 07:50:19.165266,325,401.0,63.87777777777777,4.0,62.5,0.14285714285714285,0.5522155651504788,3.0,0.485
user_00051,bowenrobert@example.net,Charles,Morgan,24.0,Other,USA,Washington,Port Markside,Premium,2025-06-12,False,19.09,Smart TV,2.0,2025-03-15 22:59:33.712787,233,1047.0,35.75,2.0,51.5,0.0,0.4931696520177839,4.0,0.8895
user_00052,younggabrielle@example.com,Julie,Good,20.0,Male,Canada,Quebec,Jacksonport,Premium,2022-09-21,True,15.39,Tablet,3.0,2023-06-20 12:28:00.371124,1228,700.9,45.25555555555556,1.0,4.0,0.25,0.7,3.6666666666666665,0.6296666666666666
user_00053,hthomas@example.com,George,Lynch,34.0,Male,USA,Indiana,South Roberta,Standard,2023-04-13,True,30.64,Smart TV,3.0,2023-12-19 15:08:46.747725,1024,816.3000000000001,36.07,2.0,83.0,0.0,0.9045000000000001,0.0,0.0
user_00054,rsantana@example.net,Charles,Huerta,53.0,Unknown,Canada,British Columbia,Vaughnmouth,Premium,2023-03-08,True,16.83,Gaming Console,2.0,2025-02-23 02:05:37.365135,1060,529.2,42.44444444444444,1.0,36.0,0.0,0.5559999999999999,0.0,0.0
user_00055,patrickhoward@example.com,Andrew,Hill,44.0,Female,USA,New York,Wallport,Standard,2024-05-28,True,13.53,Mobile,2.0,2023-03-31 00:54:57.253268,613,543.0,26.8,2.0,89.0,0.0,0.6503017912106703,3.5,0.323
user_00056,erica21@example.net,Kyle,Johnson,37.0,Female,Canada,Quebec,North Renee,Premium,2024-10-29,True,29.14,Desktop,3.0,2023-03-11 02:02:56.974840,459,728.5999999999999,51.9,2.0,67.5,1.0,0.4325,4.5,0.7344999999999999
user_00057,maria47@example.com,Linda,Mccarty,35.0,Prefer not to say,Canada,British Columbia,Port Erica,Premium,2025-06-27,True,23.46,Tablet,2.0,2022-11-10 00:24:44.013076,218,613.5,41.6375,1.0,23.0,0.16666666666666666,0.437,4.0,0.613
user_00058,bakerdavid@example.com,Brenda,Rodriguez,35.0,Male,USA,Illinois,Johnsonside,Standard,2025-05-01,True,12.29,Mobile,5.0,2024-07-12 17:11:17.586831,275,307.6,54.528571428571425,4.0,30.0,0.0,0.5625,3.0,0.423
user_00059,debra12@example.org,Kevin,Wilson,40.0,Unknown,USA,Wisconsin,South Shawn,Standard,2024-05-06,True,13.0,Tablet,3.0,2025-03-30 05:39:59.087840,635,498.0,47.875,1.0,18.0,0.5,0.5052544780266758,3.6666666666666665,0.6976666666666667
user_00060,rgilbert@example.org,Jeff,Sampson,22.0,Male,USA,Tennessee,Lake Michaelstad,Premium,2023-10-12,True,19.03,Mobile,3.0,2025-06-28 22:53:58.331928,842,358.0,61.9625,5.0,38.0,0.0,0.7366035824213406,3.0,0.469
user_00061,batesdarlene@example.net,Brent,Sanchez,20.0,Male,USA,Pennsylvania,North Maria,Standard,2024-05-05,True,3.9,Gaming Console,2.0,2023-07-29 01:54:53.263816,636,527.3,37.29,2.0,52.0,0.16666666666666666,0.7154181593422253,0.0,0.0
user_00062,ramireztracey@example.org,Lauren,Guerrero,27.0,Female,USA,Washington,North Michael,Premium,2024-05-08,True,10.7,Desktop,1.0,2023-02-09 23:53:36.130333,633,906.9,38.42666666666666,4.0,36.75,0.5,0.61675,0.0,0.0
user_00063,judyfox@example.net,Thomas,Palmer,26.0,Unknown,Canada,New Brunswick,Gordonton,Standard,2023-12-17,True,20.26,Gaming Console,2.0,2022-10-08 17:14:05.979190,776,342.8,39.11666666666667,5.0,45.4,0.0,0.40449999999999997,1.0,0.042
user_00064,gsimmons@example.com,Charles,Morris,40.0,Female,Canada,New Brunswick,East Joshuashire,Premium,2023-09-23,True,6.76,Gaming Console,3.0,2023-12-13 05:10:24.954677,861,803.1,45.36666666666667,4.0,66.75,0.0,0.60025,0.0,0.0
user_00065,mcguiredanny@example.net,Russell,Gutierrez,38.0,Female,USA,Pennsylvania,Perryville,Basic,2023-11-12,True,3.95,Desktop,3.0,2023-09-17 04:47:27.743255,811,440.8,47.05,2.0,41.0,0.16666666666666666,0.5380029853511171,4.0,0.89
user_00066,fjones@example.org,Colin,Cain,35.0,Female,USA,Florida,Elizabethchester,Premium,2025-03-16,True,50.72,Laptop,2.0,2025-03-11 06:09:16.296601,321,1131.6,44.300000000000004,6.0,54.166666666666664,0.2222222222222222,0.5243333333333333,0.0,0.0
user_00067,caroline51@example.net,Eric,Walker,38.0,Male,USA,Illinois,Meganstad,Standard,2024-11-14,True,24.02,Desktop,1.0,2025-01-03 13:25:07.109038,443,900.0,42.61666666666667,2.0,53.5,0.0,0.5515089560533515,4.0,0.6839999999999999
user_00068,anthony44@example.com,Adam,Knight,30.0,Male,USA,Tennessee,East Joycetown,Basic,2024-10-27,False,13.53,Tablet,1.0,2023-09-19 06:34:54.636386,461,801.5,20.472727272727273,5.0,53.4,0.0,0.7198772390133379,3.0,0.4805
user_00069,eric45@example.net,Nicole,Moore,40.0,Female,USA,Illinois,West Scottchester,Premium,2024-05-28,True,12.48,Tablet,4.0,2023-05-29 09:14:13.974716,613,527.0,40.845454545454544,3.0,30.0,0.0,0.5408000000000001,4.0,0.672
user_00070,russell49@example.com,Brandon,Joyce,50.0,Male,Canada,New Brunswick,East Kevinborough,Premium+,2024-11-16,True,12.47,Laptop,2.0,2023-07-28 14:25:03.686085,441,752.4,48.78,0.0,0.0,0.0,0.2985,0.0,0.0
user_00071,lburgess@example.org,Amanda,Mason,43.0,Male,USA,Arizona,South Michelleton,Standard,2022-08-22,True,2.48,Mobile,2.0,2025-03-04 16:50:26.307537,1258,369.1,46.98333333333333,5.0,51.0,0.0,0.3861696520177838,4.0,0.6625
user_00072,amckinney@example.com,Richard,Jackson,28.0,Female,USA,Michigan,Christopherville,Premium,2023-11-22,True,22.83,Tablet,2.0,2024-02-28 04:28:54.930079,801,982.6,42.71666666666667,2.0,34.5,0.0,0.6395029853511172,4.0,0.6345000000000001
user_00073,julie35@example.org,William,Schmidt,39.0,Other,Canada,Quebec,Michaelberg,Basic,2022-11-22,True,8.02,Gaming Console,1.0,2023-03-07 05:24:14.605881,1166,462.4,60.8,3.0,37.333333333333336,0.0,0.46959999999999996,4.0,0.6174999999999999
user_00074,thompsonkendra@example.com,Karen,Maldonado,44.0,Female,Canada,Newfoundland and Labrador,Edwardland,Basic,2023-11-29,True,21.07,Gaming Console,2.0,2024-12-22 14:59:48.361839,794,1023.7,39.142857142857146,3.0,23.666666666666668,0.0,0.71225,0.0,0.0
user_00075,william47@example.com,Brian,Jones,29.0,Female,Canada,Newfoundland and Labrador,Fordside,Premium,2023-12-07,True,44.32,Smart TV,2.0,2023-07-21 08:58:17.519457,786,164.0,47.239999999999995,1.0,34.0,0.16666666666666666,0.634,3.5,0.545
user_00076,susanhayes@example.com,William,Williams,26.0,Male,Canada,Nova Scotia,Warrenburgh,Standard,2023-09-14,True,13.91,Tablet,2.0,2023-10-01 13:41:38.272698,870,305.6,46.93333333333333,2.0,45.5,0.5,0.7418772390133379,4.0,0.795
user_00077,mccormickdeborah@example.org,Cody,Mitchell,35.0,Female,USA,Massachusetts,Christopherberg,Premium,2023-07-08,False,27.46,Desktop,2.0,2022-12-22 08:46:12.310513,938,571.1,40.67777777777778,1.0,7.0,0.0,0.808,4.0,0.6963333333333334
user_00078,angelica52@example.net,Debbie,Romero,53.0,Female,Canada,Alberta,Kyleborough,Standard,2025-06-05,True,17.93,Laptop,2.0,2023-03-01 10:54:27.408096,240,386.40000000000003,31.360000000000003,1.0,97.0,0.2,0.3968,4.0,0.686
user_00079,chrisrichard@example.org,Ebony,Harper,30.0,Male,USA,Massachusetts,East Marie,Premium,2024-09-30,True,17.62,Tablet,2.0,2023-10-27 06:09:22.208968,488,738.5,50.1,1.0,49.0,0.5,0.6015,3.0,0.0
user_00080,wbishop@example.net,Jesus,Collins,21.0,Male,Canada,Manitoba,West Erika,Standard,2023-12-21,True,7.47,Gaming Console,1.0,2024-12-02 16:14:16.456250,772,872.6999999999999,38.2,2.0,71.0,0.3333333333333333,0.5596666666666666,4.0,0.884
user_00081,lisasolis@example.org,Brett,Sawyer,56.0,Other,USA,Georgia,West Christopherburgh,Premium,2023-12-07,True,20.41,Mobile,2.0,2025-01-29 15:57:37.711195,786,581.2,39.44444444444444,1.0,50.0,0.3333333333333333,0.43850298535111715,2.0,0.043
user_00082,lisawilkerson@example.org,Brian,Young,35.0,Prefer not to say,USA,Arizona,Jeffreymouth,Premium,2025-02-06,True,12.08,Gaming Console,3.0,2024-12-17 04:51:01.557610,359,535.0,36.03636363636363,1.0,86.0,0.18181818181818182,0.4915470829187912,3.3333333333333335,0.6633333333333333
user_00083,mitchellmaria@example.net,Katherine,West,33.0,Female,USA,Massachusetts,North Jonathanberg,Basic,2022-12-01,True,9.39,Smart TV,5.0,2023-04-20 10:59:01.685264,1157,814.3,69.4076923076923,3.0,37.333333333333336,0.0,0.7428363186844505,4.5,0.6635
user_00084,allendanielle@example.net,Bryan,Carlson,50.0,Unknown,Canada,Nova Scotia,Lake Douglas,Standard,2022-08-03,True,6.54,Smart TV,2.0,2023-04-23 15:52:38.525177,1277,497.9,38.21111111111111,0.0,0.0,0.5,0.645563619506669,5.0,0.998
user_00085,elizabethmiller@example.com,Stephanie,Myers,48.0,Female,USA,California,Lake Paulstad,Basic,2024-10-29,True,1.91,Laptop,2.0,2024-12-14 01:37:25.953345,459,635.6,44.699999999999996,3.0,45.0,0.2,0.6188,0.0,0.0
user_00086,jessicafuller@example.net,Dennis,Payne,66.0,Male,USA,Georgia,Pollardfort,Premium,2025-01-07,True,13.95,Gaming Console,1.0,2024-09-25 15:43:46.540004,389,623.9,43.24615384615385,2.0,40.0,0.25,0.54925,0.0,0.0
user_00087,carterbradley@example.org,Leslie,Robertson,26.0,Female,USA,Tennessee,Benjaminborough,Standard,2023-08-28,True,14.46,Mobile,2.0,2025-03-08 17:49:54.977021,887,420.0,47.388888888888886,3.0,22.333333333333332,0.0,0.6233333333333334,0.0,0.0
user_00088,david56@example.com,Patricia,Morgan,38.0,Other,Canada,Alberta,Holtstad,Standard,2024-12-27,True,10.87,Laptop,4.0,2022-10-28 13:15:28.080088,400,512.9,30.46,2.0,39.5,0.3333333333333333,0.3213333333333333,3.0,0.5630000000000001
user_00089,manuel15@example.net,Kirk,Jackson,32.0,Unknown,Canada,Quebec,Sergiostad,Standard,2023-05-29,True,13.53,Gaming Console,2.0,2022-10-24 07:04:14.697991,978,476.5,50.13,5.0,54.6,0.3333333333333333,0.6268333333333334,1.0,0.096
user_00090,william20@example.org,Austin,Young,20.0,Male,USA,Missouri,Patrickshire,Standard,2024-05-26,True,22.14,Tablet,2.0,2025-06-07 17:10:12.870864,615,552.3,52.2,2.0,35.5,0.0,0.6996,0.0,0.0
user_00091,khines@example.org,Raymond,Wright,27.0,Female,Canada,Saskatchewan,Lake Jacobhaven,Basic,2025-04-29,True,5.81,Tablet,1.0,2023-05-16 21:42:24.422087,277,790.5,47.44285714285714,3.0,54.333333333333336,0.5,0.33012723901333785,3.6666666666666665,0.5613333333333334
user_00092,nlewis@example.com,James,Farrell,20.0,Male,Canada,Quebec,Lake Sean,Premium,2025-01-06,True,6.55,Gaming Console,4.0,2024-08-03 20:03:43.876267,390,580.8,51.25454545454545,2.0,47.0,0.0,0.741,0.0,0.0
user_00093,patricia22@example.com,David,Conner,31.0,Female,USA,Virginia,Johnsonside,Premium+,2023-12-27,True,16.17,Mobile,2.0,2024-06-03 14:16:10.774544,766,141.0,34.44285714285714,3.0,43.333333333333336,0.0,0.775,3.0,0.4945
user_00094,parkeryvonne@example.net,Alicia,Morrow,35.0,Male,USA,Georgia,West Dawn,Premium,2023-12-25,True,38.05,Desktop,2.0,2022-12-21 16:32:36.292830,768,455.1,56.11818181818182,3.0,53.333333333333336,0.2222222222222222,0.4633353235674114,3.6666666666666665,0.7283333333333334
user_00095,ryanbartlett@example.org,April,Martin,36.0,Female,USA,New Jersey,West Stacey,Standard,2025-02-14,True,31.99,Gaming Console,4.0,2023-03-06 03:53:55.548262,351,348.09999999999997,50.4,0.0,0.0,0.0,0.7045,4.0,0.753
user_00096,colleenmendez@example.org,Brittany,Jackson,30.0,Male,USA,Michigan,Port Michelleland,Premium,2025-06-06,True,7.71,Desktop,1.0,2024-07-16 12:38:22.403597,239,602.4,38.94166666666667,2.0,75.0,0.0,0.4735,0.0,0.0
user_00097,jimenezcourtney@example.com,Timothy,Evans,52.0,Male,Canada,Prince Edward Island,East Scottfort,Standard,2023-03-13,False,8.84,Desktop,3.0,2023-07-11 13:45:42.220867,1055,663.4,45.2,1.0,81.0,0.25,0.66475,4.0,0.971
user_00098,theresa25@example.net,Luis,Martinez,24.0,Female,USA,New Jersey,East Colin,Standard,2025-06-03,True,3.68,Gaming Console,1.0,2023-05-02 02:31:31.083905,242,552.1,47.41,1.0,88.0,0.2,0.5212,3.0,0.5385
user_00099,sarah53@example.org,Wendy,Jimenez,20.0,Female,USA,New York,Johnsonfurt,Premium,2025-06-26,False,14.89,Smart TV,4.0,2024-05-03 06:03:20.417259,219,754.8,38.99230769230769,2.0,58.0,0.0,0.4795,3.5,0.5920000000000001
user_00100,campbellcarla@example.net,Justin,Boone,22.0,Female,USA,North Carolina,West Jessica,Premium,2023-09-07,True,13.53,Mobile,4.0,2022-09-28 03:00:00.905348,877,937.9000000000001,46.47272727272727,0.0,0.0,0.25,0.5357500000000001,3.0,0.57275
user_00101,angela16@example.net,Kathy,Bryan,14.0,Male,USA,Illinois,North Phillip,Premium+,2024-04-04,True,28.98,Smart TV,1.0,2024-11-07 07:13:21.893715,667,788.8,55.628571428571426,6.0,36.666666666666664,0.0,0.49237723901333785,5.0,0.71
user_00102,cporter@example.org,Jennifer,Stone,45.0,Female,USA,Missouri,West Sarah,Premium,2023-01-27,True,13.53,Smart TV,3.0,2024-05-14 15:02:08.643314,1100,680.3,48.31666666666667,2.0,44.5,0.25,0.765,3.0,0.463
